year,age_group,ukborn,pulmextrapulm,type,policy_change,incidence
2001,20-24,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,233
2001,20-24,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2001,20-24,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2001,20-24,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2001,20-24,UK Born,Extra-pulmonary only,fitted,Universal,45
2001,20-24,UK Born,Extra-pulmonary only,fitted,Targeted,0
2001,20-24,UK Born,Extra-pulmonary only,observed,Universal,0
2001,20-24,UK Born,Extra-pulmonary only,observed,Targeted,0
2001,20-24,UK Born,"Pulmonary, with or without EP",fitted,Universal,100
2001,20-24,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2001,20-24,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2001,20-24,UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2001,20-24,NA,Extra-pulmonary only,fitted,Universal,25
2001,20-24,NA,Extra-pulmonary only,fitted,Targeted,0
2001,20-24,NA,Extra-pulmonary only,observed,Universal,0
2001,20-24,NA,Extra-pulmonary only,observed,Targeted,0
2001,20-24,NA,"Pulmonary, with or without EP",fitted,Universal,29
2001,20-24,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2001,20-24,NA,"Pulmonary, with or without EP",observed,Universal,0
2001,20-24,NA,"Pulmonary, with or without EP",observed,Targeted,0
2001,25-29,Non-UK Born,Extra-pulmonary only,fitted,Universal,270
2001,25-29,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2001,25-29,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2001,25-29,Non-UK Born,Extra-pulmonary only,observed,Targeted,0
2001,25-29,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,300
2001,25-29,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2001,25-29,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2001,25-29,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2001,25-29,UK Born,Extra-pulmonary only,fitted,Universal,44
2001,25-29,UK Born,Extra-pulmonary only,fitted,Targeted,0
2001,25-29,UK Born,Extra-pulmonary only,observed,Universal,0
2001,25-29,UK Born,Extra-pulmonary only,observed,Targeted,0
2001,25-29,UK Born,"Pulmonary, with or without EP",fitted,Universal,83
2001,25-29,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2001,25-29,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2001,25-29,UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2001,25-29,NA,Extra-pulmonary only,fitted,Universal,40
2001,25-29,NA,Extra-pulmonary only,fitted,Targeted,0
2001,25-29,NA,Extra-pulmonary only,observed,Universal,0
2001,25-29,NA,Extra-pulmonary only,observed,Targeted,0
2001,25-29,NA,"Pulmonary, with or without EP",fitted,Universal,42
2001,25-29,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2001,25-29,NA,"Pulmonary, with or without EP",observed,Universal,0
2001,25-29,NA,"Pulmonary, with or without EP",observed,Targeted,0
2001,30-34,Non-UK Born,Extra-pulmonary only,fitted,Universal,243
2001,30-34,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2001,30-34,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2001,30-34,Non-UK Born,Extra-pulmonary only,observed,Targeted,0
2001,30-34,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,249
2001,30-34,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2001,30-34,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2001,30-34,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2001,30-34,UK Born,Extra-pulmonary only,fitted,Universal,44
2001,30-34,UK Born,Extra-pulmonary only,fitted,Targeted,0
2001,30-34,UK Born,Extra-pulmonary only,observed,Universal,0
2001,30-34,UK Born,Extra-pulmonary only,observed,Targeted,0
2001,30-34,UK Born,"Pulmonary, with or without EP",fitted,Universal,78
2001,30-34,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2001,30-34,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2001,30-34,UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2001,30-34,NA,Extra-pulmonary only,fitted,Universal,36
2001,30-34,NA,Extra-pulmonary only,fitted,Targeted,0
2001,30-34,NA,Extra-pulmonary only,observed,Universal,0
2001,30-34,NA,Extra-pulmonary only,observed,Targeted,0
2001,30-34,NA,"Pulmonary, with or without EP",fitted,Universal,32
2001,30-34,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2001,30-34,NA,"Pulmonary, with or without EP",observed,Universal,0
2001,30-34,NA,"Pulmonary, with or without EP",observed,Targeted,0
2001,35-39,Non-UK Born,Extra-pulmonary only,fitted,Universal,181
2001,35-39,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2001,35-39,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2001,35-39,Non-UK Born,Extra-pulmonary only,observed,Targeted,0
2001,35-39,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,157
2001,35-39,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2001,35-39,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2001,35-39,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2001,35-39,UK Born,Extra-pulmonary only,fitted,Universal,39
2001,35-39,UK Born,Extra-pulmonary only,fitted,Targeted,0
2001,35-39,UK Born,Extra-pulmonary only,observed,Universal,0
2001,35-39,UK Born,Extra-pulmonary only,observed,Targeted,0
2001,35-39,UK Born,"Pulmonary, with or without EP",fitted,Universal,89
2001,35-39,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2001,35-39,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2001,35-39,UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2001,35-39,NA,Extra-pulmonary only,fitted,Universal,35
2001,35-39,NA,Extra-pulmonary only,fitted,Targeted,0
2001,35-39,NA,Extra-pulmonary only,observed,Universal,0
2001,35-39,NA,Extra-pulmonary only,observed,Targeted,0
2001,35-39,NA,"Pulmonary, with or without EP",fitted,Universal,18
2001,35-39,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2001,35-39,NA,"Pulmonary, with or without EP",observed,Universal,0
2001,35-39,NA,"Pulmonary, with or without EP",observed,Targeted,0
2001,40-44,Non-UK Born,Extra-pulmonary only,fitted,Universal,157
2001,40-44,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2001,40-44,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2001,40-44,Non-UK Born,Extra-pulmonary only,observed,Targeted,0
2001,40-44,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,112
2001,40-44,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2001,40-44,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2001,40-44,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2001,40-44,UK Born,Extra-pulmonary only,fitted,Universal,28
2001,40-44,UK Born,Extra-pulmonary only,fitted,Targeted,0
2001,40-44,UK Born,Extra-pulmonary only,observed,Universal,0
2001,40-44,UK Born,Extra-pulmonary only,observed,Targeted,0
2001,40-44,UK Born,"Pulmonary, with or without EP",fitted,Universal,79
2001,40-44,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2001,40-44,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2001,40-44,UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2001,40-44,NA,Extra-pulmonary only,fitted,Universal,27
2001,40-44,NA,Extra-pulmonary only,fitted,Targeted,0
2001,40-44,NA,Extra-pulmonary only,observed,Universal,0
2001,40-44,NA,Extra-pulmonary only,observed,Targeted,0
2001,40-44,NA,"Pulmonary, with or without EP",fitted,Universal,38
2001,40-44,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2001,40-44,NA,"Pulmonary, with or without EP",observed,Universal,0
2001,40-44,NA,"Pulmonary, with or without EP",observed,Targeted,0
2001,45-49,Non-UK Born,Extra-pulmonary only,fitted,Universal,124
2001,45-49,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2001,45-49,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2001,45-49,Non-UK Born,Extra-pulmonary only,observed,Targeted,0
2001,45-49,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,119
2001,45-49,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2001,45-49,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2001,45-49,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2001,45-49,UK Born,Extra-pulmonary only,fitted,Universal,13
2001,45-49,UK Born,Extra-pulmonary only,fitted,Targeted,0
2001,45-49,UK Born,Extra-pulmonary only,observed,Universal,0
2001,45-49,UK Born,Extra-pulmonary only,observed,Targeted,0
2001,45-49,UK Born,"Pulmonary, with or without EP",fitted,Universal,88
2001,45-49,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2001,45-49,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2001,45-49,UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2001,45-49,NA,Extra-pulmonary only,fitted,Universal,20
2001,45-49,NA,Extra-pulmonary only,fitted,Targeted,0
2001,45-49,NA,Extra-pulmonary only,observed,Universal,0
2001,45-49,NA,Extra-pulmonary only,observed,Targeted,0
2001,45-49,NA,"Pulmonary, with or without EP",fitted,Universal,26
2001,45-49,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2001,45-49,NA,"Pulmonary, with or without EP",observed,Universal,0
2001,45-49,NA,"Pulmonary, with or without EP",observed,Targeted,0
2001,50-69,Non-UK Born,Extra-pulmonary only,fitted,Universal,311
2001,50-69,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2001,50-69,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2001,50-69,Non-UK Born,Extra-pulmonary only,observed,Targeted,0
2001,50-69,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,299
2001,50-69,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2001,50-69,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2001,50-69,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2001,50-69,Non-UK Born,NA,fitted,Universal,1
2001,50-69,Non-UK Born,NA,fitted,Targeted,0
2001,50-69,Non-UK Born,NA,observed,Universal,0
2001,50-69,Non-UK Born,NA,observed,Targeted,0
2001,50-69,UK Born,Extra-pulmonary only,fitted,Universal,106
2001,50-69,UK Born,Extra-pulmonary only,fitted,Targeted,0
2001,50-69,UK Born,Extra-pulmonary only,observed,Universal,0
2001,50-69,UK Born,Extra-pulmonary only,observed,Targeted,0
2001,50-69,UK Born,"Pulmonary, with or without EP",fitted,Universal,280
2001,50-69,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2001,50-69,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2001,50-69,UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2001,50-69,NA,Extra-pulmonary only,fitted,Universal,64
2001,50-69,NA,Extra-pulmonary only,fitted,Targeted,0
2001,50-69,NA,Extra-pulmonary only,observed,Universal,0
2001,50-69,NA,Extra-pulmonary only,observed,Targeted,0
2001,50-69,NA,"Pulmonary, with or without EP",fitted,Universal,102
2001,50-69,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2001,50-69,NA,"Pulmonary, with or without EP",observed,Universal,0
2001,50-69,NA,"Pulmonary, with or without EP",observed,Targeted,0
2001,50-69,NA,NA,fitted,Universal,1
2001,50-69,NA,NA,fitted,Targeted,0
2001,50-69,NA,NA,observed,Universal,0
2001,50-69,NA,NA,observed,Targeted,0
2001,70-89,Non-UK Born,Extra-pulmonary only,fitted,Universal,90
2001,70-89,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2001,70-89,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2001,70-89,Non-UK Born,Extra-pulmonary only,observed,Targeted,0
2001,70-89,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,160
2001,70-89,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2001,70-89,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2001,70-89,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2001,70-89,UK Born,Extra-pulmonary only,fitted,Universal,83
2001,70-89,UK Born,Extra-pulmonary only,fitted,Targeted,0
2001,70-89,UK Born,Extra-pulmonary only,observed,Universal,0
2001,70-89,UK Born,Extra-pulmonary only,observed,Targeted,0
2001,70-89,UK Born,"Pulmonary, with or without EP",fitted,Universal,308
2001,70-89,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2001,70-89,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2001,70-89,UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2001,70-89,NA,Extra-pulmonary only,fitted,Universal,43
2001,70-89,NA,Extra-pulmonary only,fitted,Targeted,0
2001,70-89,NA,Extra-pulmonary only,observed,Universal,0
2001,70-89,NA,Extra-pulmonary only,observed,Targeted,0
2001,70-89,NA,"Pulmonary, with or without EP",fitted,Universal,108
2001,70-89,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2001,70-89,NA,"Pulmonary, with or without EP",observed,Universal,0
2001,70-89,NA,"Pulmonary, with or without EP",observed,Targeted,0
2001,70-89,NA,NA,fitted,Universal,1
2001,70-89,NA,NA,fitted,Targeted,0
2001,70-89,NA,NA,observed,Universal,0
2001,70-89,NA,NA,observed,Targeted,0
2002,0-4,Non-UK Born,Extra-pulmonary only,fitted,Universal,8
2002,0-4,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2002,0-4,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2002,0-4,Non-UK Born,Extra-pulmonary only,observed,Targeted,0
2002,0-4,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,22
2002,0-4,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2002,0-4,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2002,0-4,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2002,0-4,UK Born,Extra-pulmonary only,fitted,Universal,29
2002,0-4,UK Born,Extra-pulmonary only,fitted,Targeted,0
2002,0-4,UK Born,Extra-pulmonary only,observed,Universal,0
2002,0-4,UK Born,Extra-pulmonary only,observed,Targeted,0
2002,0-4,UK Born,"Pulmonary, with or without EP",fitted,Universal,73
2002,0-4,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2002,0-4,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2002,0-4,UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2002,0-4,NA,Extra-pulmonary only,fitted,Universal,3
2002,0-4,NA,Extra-pulmonary only,fitted,Targeted,0
2002,0-4,NA,Extra-pulmonary only,observed,Universal,0
2002,0-4,NA,Extra-pulmonary only,observed,Targeted,0
2002,0-4,NA,"Pulmonary, with or without EP",fitted,Universal,4
2002,0-4,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2002,0-4,NA,"Pulmonary, with or without EP",observed,Universal,0
2002,0-4,NA,"Pulmonary, with or without EP",observed,Targeted,0
2002,5-9,Non-UK Born,Extra-pulmonary only,fitted,Universal,12
2002,5-9,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2002,5-9,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2002,5-9,Non-UK Born,Extra-pulmonary only,observed,Targeted,0
2002,5-9,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,27
2002,5-9,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2002,5-9,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2002,5-9,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2002,5-9,UK Born,Extra-pulmonary only,fitted,Universal,32
2002,5-9,UK Born,Extra-pulmonary only,fitted,Targeted,0
2002,5-9,UK Born,Extra-pulmonary only,observed,Universal,0
2002,5-9,UK Born,Extra-pulmonary only,observed,Targeted,0
2002,5-9,UK Born,"Pulmonary, with or without EP",fitted,Universal,30
2002,5-9,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2002,5-9,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2002,5-9,UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2002,5-9,NA,Extra-pulmonary only,fitted,Universal,2
2002,5-9,NA,Extra-pulmonary only,fitted,Targeted,0
2002,5-9,NA,Extra-pulmonary only,observed,Universal,0
2002,5-9,NA,Extra-pulmonary only,observed,Targeted,0
2002,5-9,NA,"Pulmonary, with or without EP",fitted,Universal,2
2002,5-9,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2002,5-9,NA,"Pulmonary, with or without EP",observed,Universal,0
2002,5-9,NA,"Pulmonary, with or without EP",observed,Targeted,0
2002,10-14,Non-UK Born,Extra-pulmonary only,fitted,Universal,22
2002,10-14,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2002,10-14,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2002,10-14,Non-UK Born,Extra-pulmonary only,observed,Targeted,0
2002,10-14,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,46
2002,10-14,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2002,10-14,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2002,10-14,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2002,10-14,UK Born,Extra-pulmonary only,fitted,Universal,23
2002,10-14,UK Born,Extra-pulmonary only,fitted,Targeted,0
2002,10-14,UK Born,Extra-pulmonary only,observed,Universal,0
2002,10-14,UK Born,Extra-pulmonary only,observed,Targeted,0
2002,10-14,UK Born,"Pulmonary, with or without EP",fitted,Universal,41
2002,10-14,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2002,10-14,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2002,10-14,UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2002,10-14,NA,Extra-pulmonary only,fitted,Universal,6
2002,10-14,NA,Extra-pulmonary only,fitted,Targeted,0
2002,10-14,NA,Extra-pulmonary only,observed,Universal,0
2002,10-14,NA,Extra-pulmonary only,observed,Targeted,0
2002,10-14,NA,"Pulmonary, with or without EP",fitted,Universal,4
2002,10-14,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2002,10-14,NA,"Pulmonary, with or without EP",observed,Universal,0
2002,10-14,NA,"Pulmonary, with or without EP",observed,Targeted,0
2002,15-19,Non-UK Born,Extra-pulmonary only,fitted,Universal,86
2002,15-19,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2002,15-19,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2002,15-19,Non-UK Born,Extra-pulmonary only,observed,Targeted,0
2002,15-19,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,121
2002,15-19,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2002,15-19,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2002,15-19,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2002,15-19,UK Born,Extra-pulmonary only,fitted,Universal,45
2002,15-19,UK Born,Extra-pulmonary only,fitted,Targeted,0
2002,15-19,UK Born,Extra-pulmonary only,observed,Universal,0
2002,15-19,UK Born,Extra-pulmonary only,observed,Targeted,0
2002,15-19,UK Born,"Pulmonary, with or without EP",fitted,Universal,84
2002,15-19,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2002,15-19,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2002,15-19,UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2002,15-19,NA,Extra-pulmonary only,fitted,Universal,12
2002,15-19,NA,Extra-pulmonary only,fitted,Targeted,0
2002,15-19,NA,Extra-pulmonary only,observed,Universal,0
2002,15-19,NA,Extra-pulmonary only,observed,Targeted,0
2002,15-19,NA,"Pulmonary, with or without EP",fitted,Universal,23
2002,15-19,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2002,15-19,NA,"Pulmonary, with or without EP",observed,Universal,0
2002,15-19,NA,"Pulmonary, with or without EP",observed,Targeted,0
2002,20-24,Non-UK Born,Extra-pulmonary only,fitted,Universal,168
2002,20-24,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2002,20-24,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2002,20-24,Non-UK Born,Extra-pulmonary only,observed,Targeted,0
2002,20-24,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,295
2002,20-24,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2002,20-24,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2002,20-24,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2002,20-24,UK Born,Extra-pulmonary only,fitted,Universal,37
2002,20-24,UK Born,Extra-pulmonary only,fitted,Targeted,0
2002,20-24,UK Born,Extra-pulmonary only,observed,Universal,0
2002,20-24,UK Born,Extra-pulmonary only,observed,Targeted,0
2002,20-24,UK Born,"Pulmonary, with or without EP",fitted,Universal,111
2002,20-24,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2002,20-24,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2002,20-24,UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2002,20-24,NA,Extra-pulmonary only,fitted,Universal,25
2002,20-24,NA,Extra-pulmonary only,fitted,Targeted,0
2002,20-24,NA,Extra-pulmonary only,observed,Universal,0
